image,hue,saturation,value
2387197355_237f6f41ee.jpg,0.6527777777777778,0.08219178082191772,0.5725490196078431
2609847254_0ec40c1cce.jpg,0.0,0.09756097560975609,0.1607843137254902
2046222127_a6f300e202.jpg,0.01666666666666672,0.22727272727272727,0.34509803921568627
2853743795_e90ebc669d.jpg,0.09999999999999999,0.022222222222222143,0.8823529411764706
2696951725_e0ae54f6da.jpg,0.19999999999999996,0.2586206896551724,0.22745098039215686
3421131122_2e4bde661e.jpg,0.9074074074074077,0.04918032786885244,0.7176470588235294
3229730008_63f8ca2de2.jpg,0.08333333333333333,0.04878048780487815,0.803921568627451
3220009216_10f088185e.jpg,0.12745098039215685,0.1683168316831683,0.396078431372549
3415578043_03d33e6efd.jpg,0.18036529680365296,0.49659863945578225,0.5764705882352941
3437273677_47d4462974.jpg,0.09375,0.24242424242424251,0.25882352941176473
3543600125_223747ef4c.jpg,0.8333333333333334,0.4666666666666667,0.058823529411764705
2594459477_8ca0121a9a.jpg,0.25,0.06557377049180327,0.23921568627450981
2579899436_5086a33c7a.jpg,0.2592592592592593,0.25714285714285723,0.27450980392156865
3387630781_f421a94d9d.jpg,0.0,0.19230769230769232,0.20392156862745098
3591094476_b61acd63d6.jpg,0.6333333333333333,0.2631578947368421,0.14901960784313725
3155501473_510f9c9f6b.jpg,0.07608695652173915,0.289308176100629,0.6235294117647059
2521062020_f8b983e4b2.jpg,0.07936507936507937,0.13548387096774184,0.6078431372549019
3564007203_df2b8010f1.jpg,0.042682926829268296,0.4659090909090909,0.6901960784313725
2869491449_1041485a6b.jpg,0.16666666666666666,0.5389610389610389,0.6039215686274509
2443229844_277cded27d.jpg,0.1547619047619047,0.2434782608695652,0.45098039215686275
772212710_f5fc22ed35.jpg,0.28571428571428575,0.11666666666666661,0.23529411764705882
2269021076_cefc9af989.jpg,0.7261904761904762,0.159090909090909,0.34509803921568627
451597318_4f370b1339.jpg,0.5555555555555557,0.06382978723404262,0.1843137254901961
96978713_775d66a18d.jpg,0.06666666666666667,0.14925373134328357,0.2627450980392157
2924259848_effb4dcb82.jpg,0.081140350877193,0.419889502762431,0.7098039215686275
1057251835_6ded4ada9c.jpg,0.11111111111111112,0.13714285714285715,0.6862745098039216
1463732130_a754441289.jpg,0.4696969696969697,0.31428571428571433,0.27450980392156865
1763020597_d4cc8f0f8a.jpg,0.11111111111111105,0.24545454545454548,0.43137254901960786
3072611047_109bf8b7c3.jpg,0.10130718954248363,0.3517241379310344,0.5686274509803921
1002674143_1b742ab4b8.jpg,0.3859649122807018,0.6,0.37254901960784315
3048380686_732db55281.jpg,0.134920634920635,0.09589041095890403,0.8588235294117647
1026685415_0431cbf574.jpg,0.20164609053497942,0.3681818181818183,0.8627450980392157
2480832276_fa55480ecb.jpg,0.14942528735632182,0.5272727272727273,0.21568627450980393
2300168895_a9b83e16fc.jpg,0.29901960784313725,0.28813559322033905,0.4627450980392157
3459871361_92d1ecda36.jpg,0.19918699186991873,0.3504273504273504,0.4588235294117647
3046286572_d2050ab0d9.jpg,0.0942028985507246,0.31081081081081086,0.2901960784313726
408573233_1fff966798.jpg,0.1841085271317829,0.47252747252747257,0.7137254901960784
3030823649_3b7b6c728d.jpg,0.14583333333333331,0.3380281690140845,0.5568627450980392
3530843182_35af2c821c.jpg,0.14444444444444446,0.24590163934426235,0.23921568627450981
2974587819_742fb7c338.jpg,0.9333333333333333,0.24390243902439032,0.1607843137254902
3519815055_304dc8e8d6.jpg,0.2647058823529412,0.3695652173913043,0.1803921568627451
3439382048_d2e23b2b4c.jpg,0.0634920634920635,0.20289855072463764,0.8117647058823529
262439544_e71cd26b24.jpg,0.15666666666666665,0.819672131147541,0.23921568627450981
295258727_eaf75e0887.jpg,0.2586206896551724,0.2843137254901962,0.4
506412121_67ecc7ec05.jpg,0.16666666666666666,0.021582733812949565,0.5450980392156862
1414779054_31946f9dfc.jpg,0.8333333333333334,0.014388489208633044,0.5450980392156862
2883907436_82bf4a36b8.jpg,0.055555555555555435,0.07894736842105254,0.14901960784313725
1515025681_999199cb79.jpg,0.75,0.08695652173913043,0.09019607843137255
278002800_3817135105.jpg,0.13333333333333333,0.2631578947368421,0.14901960784313725
3232030272_b2480a5fe7.jpg,0.2692307692307692,0.10833333333333331,0.47058823529411764
2270483627_16fe41b063.jpg,0.6458333333333334,0.10126582278481013,0.30980392156862746
3592992234_6d3fe58a70.jpg,0.23958333333333334,0.4571428571428572,0.13725490196078433
3376809186_4e26d880b7.jpg,0.5679012345679012,0.4285714285714286,0.24705882352941178
3419238351_ac18b440c0.jpg,0.07070707070707076,0.19298245614035087,0.6705882352941176
3025334206_76888792e5.jpg,0.48809523809523814,0.07734806629834258,0.7098039215686275
2380765956_6313d8cae3.jpg,0.20833333333333334,0.4411764705882353,0.5333333333333333
2633082074_32c85f532c.jpg,0.3333333333333333,0.13793103448275862,0.22745098039215686
1193116658_c0161c35b5.jpg,0.9027777777777778,0.21818181818181817,0.21568627450980393
3572346664_e1e6c77f11.jpg,0.12414965986394559,0.3904382470119522,0.984313725490196
1072153132_53d2bb1b60.jpg,0.18287037037037038,0.5454545454545455,0.5176470588235295
3219210794_4324df188b.jpg,0.09649122807017542,0.4871794871794872,0.15294117647058825
3568197730_a071d7595b.jpg,0.1041666666666669,0.045454545454545456,0.6901960784313725
531197115_2be4d5034b.jpg,0.07723577235772354,0.1822222222222222,0.8823529411764706
2274602044_b3d55df235.jpg,0.19806763285024154,0.44805194805194803,0.6039215686274509
3687062281_e62f70baf3.jpg,0.10000000000000038,0.033112582781457026,0.592156862745098
521658170_a837af87e9.jpg,0.2926829268292683,0.34745762711864414,0.4627450980392157
2843695880_eeea6c67db.jpg,0.875,0.09448818897637795,0.4980392156862745
3240048764_acce8af2a5.jpg,0.017543859649122973,0.0859728506787331,0.8666666666666667
1466479163_439db855af.jpg,0.1547619047619047,0.3916083916083916,0.5607843137254902
3030294889_78b2ccbe51.jpg,0.6060606060606061,0.28571428571428564,0.30196078431372547
2901074943_041aba4607.jpg,0.06910569105691056,0.3228346456692913,0.4980392156862745
524031846_28b11bc0e5.jpg,0.5305555555555556,0.33149171270718236,0.7098039215686275
3354883962_170d19bfe4.jpg,0.6666666666666666,0.00512820512820511,0.7647058823529411
2477121456_1ac5c6d3e4.jpg,0.18888888888888888,0.27777777777777773,0.4235294117647059
3301854980_233cc2f896.jpg,0.10606060606060604,0.20370370370370364,0.21176470588235294
3691622437_f13644273c.jpg,0.08333333333333304,0.05333333333333333,0.29411764705882354
2218743570_9d6614c51c.jpg,0.041666666666666664,0.14035087719298245,0.4470588235294118
3636055584_65a60426f8.jpg,0.19503546099290778,0.26857142857142857,0.6862745098039216
3062173277_bfb5ef4c45.jpg,0.05392156862745099,0.43589743589743596,0.3058823529411765
976392326_082dafc3c5.jpg,0.9666666666666667,0.18750000000000006,0.3137254901960784
143680442_2f03f76944.jpg,0.6666666666666666,0.038461538461538464,0.20392156862745098
3530687486_6e6be53602.jpg,0.2119047619047619,0.4117647058823529,0.6666666666666666
918886676_3323fb2a01.jpg,0.07777777777777779,0.20979020979020985,0.5607843137254902
3447876218_4ccf42d7a0.jpg,0.0,0.0,0.8784313725490196
3335547029_74d620fa6c.jpg,0.6666666666666666,0.007462686567164152,0.5254901960784314
278496691_c1fd93e2d8.jpg,0.06666666666666661,0.09090909090909097,0.21568627450980393
268654674_d29e00b3d0.jpg,0.12560386473429952,0.33990147783251223,0.796078431372549
2896640216_761a47f006.jpg,0.25925925925925924,0.33088235294117646,0.5333333333333333
2339946012_06bd480ab8.jpg,0.5248756218905473,0.3059360730593607,0.8588235294117647
2319175397_3e586cfaf8.jpg,0.16666666666666666,0.005714285714285694,0.6862745098039216
3591457224_88281dd04f.jpg,0.09126984126984129,0.17948717948717946,0.9176470588235294
1317292658_ba29330a0b.jpg,0.0512820512820513,0.11711711711711709,0.8705882352941177
